"Room","Building","Weekday","Availability","Effective Start Date","Effective End Date","Status","Capacity","Type","Features","Online Room","Hide in Scheduling","Notes"
"MEHROTUNDA","MERCY_HALL","Sunday","8:00AM-10:00PM","","","Active","300","classroom","Furniture - Coat Rack, Furniture - Instructor's Podium, Piano, Receptacles/Power Outlets, Safety - Fire Extinguisher, Technology - Level 1, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"MEHROTUNDA","MERCY_HALL","Monday","8:00AM-10:00PM","","","Active","300","classroom","Furniture - Coat Rack, Furniture - Instructor's Podium, Piano, Receptacles/Power Outlets, Safety - Fire Extinguisher, Technology - Level 1, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"MEHROTUNDA","MERCY_HALL","Tuesday","8:00AM-10:00PM","","","Active","300","classroom","Furniture - Coat Rack, Furniture - Instructor's Podium, Piano, Receptacles/Power Outlets, Safety - Fire Extinguisher, Technology - Level 1, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"MEHROTUNDA","MERCY_HALL","Wednesday","8:00AM-10:00PM","","","Active","300","classroom","Furniture - Coat Rack, Furniture - Instructor's Podium, Piano, Receptacles/Power Outlets, Safety - Fire Extinguisher, Technology - Level 1, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"MEHROTUNDA","MERCY_HALL","Thursday","8:00AM-10:00PM","","","Active","300","classroom","Furniture - Coat Rack, Furniture - Instructor's Podium, Piano, Receptacles/Power Outlets, Safety - Fire Extinguisher, Technology - Level 1, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"MEHROTUNDA","MERCY_HALL","Friday","8:00AM-10:00PM","","","Active","300","classroom","Furniture - Coat Rack, Furniture - Instructor's Podium, Piano, Receptacles/Power Outlets, Safety - Fire Extinguisher, Technology - Level 1, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"MEHROTUNDA","MERCY_HALL","Saturday","8:00AM-10:00PM","","","Active","300","classroom","Furniture - Coat Rack, Furniture - Instructor's Podium, Piano, Receptacles/Power Outlets, Safety - Fire Extinguisher, Technology - Level 1, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"OSCAF","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Terrace","false","true",""
"OSCAF","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Terrace","false","true",""
"OSCAF","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Terrace","false","true",""
"OSCAF","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Terrace","false","true",""
"OSCAF","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Terrace","false","true",""
"OSCAF","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Terrace","false","true",""
"OSCAF","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Terrace","false","true",""
"OSSBF1","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","200","other","Outdoor Space - Softball Field","false","true",""
"OSSBF1","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","200","other","Outdoor Space - Softball Field","false","true",""
"OSSBF1","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","200","other","Outdoor Space - Softball Field","false","true",""
"OSSBF1","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","200","other","Outdoor Space - Softball Field","false","true",""
"OSSBF1","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","200","other","Outdoor Space - Softball Field","false","true",""
"OSSBF1","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","200","other","Outdoor Space - Softball Field","false","true",""
"OSSBF1","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","200","other","Outdoor Space - Softball Field","false","true",""
"OSTNC","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC1","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC1","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC1","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC1","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC1","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC1","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTNC1","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","10","other","Outdoor Space - Tennis Court","false","true",""
"OSTRF1","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","600","other","Outdoor Space - Turf Field","false","true",""
"OSTRF1","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","600","other","Outdoor Space - Turf Field","false","true",""
"OSTRF1","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","600","other","Outdoor Space - Turf Field","false","true",""
"OSTRF1","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","600","other","Outdoor Space - Turf Field","false","true",""
"OSTRF1","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","600","other","Outdoor Space - Turf Field","false","true",""
"OSTRF1","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","600","other","Outdoor Space - Turf Field","false","true",""
"OSTRF1","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","600","other","Outdoor Space - Turf Field","false","true",""
"PICKLE BALL COURT","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","8","other","","false","true",""
"PICKLE BALL COURT","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","8","other","","false","true",""
"PICKLE BALL COURT","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","8","other","","false","true",""
"PICKLE BALL COURT","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","8","other","","false","true",""
"PICKLE BALL COURT","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","8","other","","false","true",""
"PICKLE BALL COURT","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","8","other","","false","true",""
"PICKLE BALL COURT","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","8","other","","false","true",""
"POOL1","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Swimming Pool","false","true",""
"POOL1","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Swimming Pool","false","true",""
"POOL1","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Swimming Pool","false","true",""
"POOL1","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Swimming Pool","false","true",""
"POOL1","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Swimming Pool","false","true",""
"POOL1","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Swimming Pool","false","true",""
"POOL1","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Swimming Pool","false","true",""
"QUAD","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","200","other","","false","true",""
"QUAD","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","200","other","","false","true",""
"QUAD","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","200","other","","false","true",""
"QUAD","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","200","other","","false","true",""
"QUAD","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","200","other","","false","true",""
"QUAD","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","200","other","","false","true",""
"QUAD","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","200","other","","false","true",""
"TIM & LEE HALL PAVILLION","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","120","other","","false","true",""
"TIM & LEE HALL PAVILLION","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","120","other","","false","true",""
"TIM & LEE HALL PAVILLION","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","120","other","","false","true",""
"TIM & LEE HALL PAVILLION","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","120","other","","false","true",""
"TIM & LEE HALL PAVILLION","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","120","other","","false","true",""
"TIM & LEE HALL PAVILLION","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","120","other","","false","true",""
"TIM & LEE HALL PAVILLION","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","120","other","","false","true",""
"VERRAZZANO HALL LAWN","OUTDOOR_SPACE","Sunday","8:00AM-10:00PM","","","Active","800","other","","false","true",""
"VERRAZZANO HALL LAWN","OUTDOOR_SPACE","Monday","8:00AM-10:00PM","","","Active","800","other","","false","true",""
"VERRAZZANO HALL LAWN","OUTDOOR_SPACE","Tuesday","8:00AM-10:00PM","","","Active","800","other","","false","true",""
"VERRAZZANO HALL LAWN","OUTDOOR_SPACE","Wednesday","8:00AM-10:00PM","","","Active","800","other","","false","true",""
"VERRAZZANO HALL LAWN","OUTDOOR_SPACE","Thursday","8:00AM-10:00PM","","","Active","800","other","","false","true",""
"VERRAZZANO HALL LAWN","OUTDOOR_SPACE","Friday","8:00AM-10:00PM","","","Active","800","other","","false","true",""
"VERRAZZANO HALL LAWN","OUTDOOR_SPACE","Saturday","8:00AM-10:00PM","","","Active","800","other","","false","true",""
"CNR Alumni Center","TARRYTOWN","Sunday","8:00AM-10:00PM","","","Active","4","other","","false","false",""
"CNR Alumni Center","TARRYTOWN","Monday","8:00AM-10:00PM","","","Active","4","other","","false","false",""
"CNR Alumni Center","TARRYTOWN","Tuesday","8:00AM-10:00PM","","","Active","4","other","","false","false",""
"CNR Alumni Center","TARRYTOWN","Wednesday","8:00AM-10:00PM","","","Active","4","other","","false","false",""
"CNR Alumni Center","TARRYTOWN","Thursday","8:00AM-10:00PM","","","Active","4","other","","false","false",""
"CNR Alumni Center","TARRYTOWN","Friday","8:00AM-10:00PM","","","Active","4","other","","false","false",""
"CNR Alumni Center","TARRYTOWN","Saturday","8:00AM-10:00PM","","","Active","4","other","","false","false",""
"TRT1","TARRYTOWN","Sunday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Coat Rack, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Storage Room/Closet, Technology - Lecture Capture, Technology - TV / DVD, Technology - Video Conference Capabilities","false","true",""
"TRT1","TARRYTOWN","Monday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Coat Rack, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Storage Room/Closet, Technology - Lecture Capture, Technology - TV / DVD, Technology - Video Conference Capabilities","false","true",""
"TRT1","TARRYTOWN","Tuesday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Coat Rack, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Storage Room/Closet, Technology - Lecture Capture, Technology - TV / DVD, Technology - Video Conference Capabilities","false","true",""
"TRT1","TARRYTOWN","Wednesday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Coat Rack, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Storage Room/Closet, Technology - Lecture Capture, Technology - TV / DVD, Technology - Video Conference Capabilities","false","true",""
"TRT1","TARRYTOWN","Thursday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Coat Rack, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Storage Room/Closet, Technology - Lecture Capture, Technology - TV / DVD, Technology - Video Conference Capabilities","false","true",""
"TRT1","TARRYTOWN","Friday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Coat Rack, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Storage Room/Closet, Technology - Lecture Capture, Technology - TV / DVD, Technology - Video Conference Capabilities","false","true",""
"TRT1","TARRYTOWN","Saturday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Coat Rack, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Storage Room/Closet, Technology - Lecture Capture, Technology - TV / DVD, Technology - Video Conference Capabilities","false","true",""
"TRT107","TARRYTOWN","Sunday","8:00AM-10:00PM","","","Active","8","other","Carpet, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - BYOD (Bring Your Own Device), Technology - TV / DVD, Technology - Video Conference Capabilities, Telephone (standard), Unit Ventilator","false","true",""
"TRT107","TARRYTOWN","Monday","8:00AM-10:00PM","","","Active","8","other","Carpet, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - BYOD (Bring Your Own Device), Technology - TV / DVD, Technology - Video Conference Capabilities, Telephone (standard), Unit Ventilator","false","true",""
"TRT107","TARRYTOWN","Tuesday","8:00AM-10:00PM","","","Active","8","other","Carpet, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - BYOD (Bring Your Own Device), Technology - TV / DVD, Technology - Video Conference Capabilities, Telephone (standard), Unit Ventilator","false","true",""
"TRT107","TARRYTOWN","Wednesday","8:00AM-10:00PM","","","Active","8","other","Carpet, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - BYOD (Bring Your Own Device), Technology - TV / DVD, Technology - Video Conference Capabilities, Telephone (standard), Unit Ventilator","false","true",""
"TRT107","TARRYTOWN","Thursday","8:00AM-10:00PM","","","Active","8","other","Carpet, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - BYOD (Bring Your Own Device), Technology - TV / DVD, Technology - Video Conference Capabilities, Telephone (standard), Unit Ventilator","false","true",""
"TRT107","TARRYTOWN","Friday","8:00AM-10:00PM","","","Active","8","other","Carpet, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - BYOD (Bring Your Own Device), Technology - TV / DVD, Technology - Video Conference Capabilities, Telephone (standard), Unit Ventilator","false","true",""
"TRT107","TARRYTOWN","Saturday","8:00AM-10:00PM","","","Active","8","other","Carpet, Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - BYOD (Bring Your Own Device), Technology - TV / DVD, Technology - Video Conference Capabilities, Telephone (standard), Unit Ventilator","false","true",""
"TRT2","TARRYTOWN","Sunday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Technology - Lecture Capture, Technology - TV / DVD, Technology - TV / DVD (mobile), Technology - Video Conference Capabilities","false","true",""
"TRT2","TARRYTOWN","Monday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Technology - Lecture Capture, Technology - TV / DVD, Technology - TV / DVD (mobile), Technology - Video Conference Capabilities","false","true",""
"TRT2","TARRYTOWN","Tuesday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Technology - Lecture Capture, Technology - TV / DVD, Technology - TV / DVD (mobile), Technology - Video Conference Capabilities","false","true",""
"TRT2","TARRYTOWN","Wednesday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Technology - Lecture Capture, Technology - TV / DVD, Technology - TV / DVD (mobile), Technology - Video Conference Capabilities","false","true",""
"TRT2","TARRYTOWN","Thursday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Technology - Lecture Capture, Technology - TV / DVD, Technology - TV / DVD (mobile), Technology - Video Conference Capabilities","false","true",""
"TRT2","TARRYTOWN","Friday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Technology - Lecture Capture, Technology - TV / DVD, Technology - TV / DVD (mobile), Technology - Video Conference Capabilities","false","true",""
"TRT2","TARRYTOWN","Saturday","8:00AM-10:00PM","","","Active","24","other","Carpet, Furniture - Instructor's Podium, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Room Divider, Shades (blackout shades ideal for films), Shades/Blinds (basic), Technology - Lecture Capture, Technology - TV / DVD, Technology - TV / DVD (mobile), Technology - Video Conference Capabilities","false","true",""
"VHBC","VERRAZZANO_HALL","Sunday","8:00AM-10:00PM","","","Active","10","other","Furniture - Bookcase, Furniture - Cubicle, Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Safety - Fire Extinguisher, Storage Room/Closet, Technology - TV / DVD, Telephone (standard)","false","true",""
"VHBC","VERRAZZANO_HALL","Monday","8:00AM-10:00PM","","","Active","10","other","Furniture - Bookcase, Furniture - Cubicle, Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Safety - Fire Extinguisher, Storage Room/Closet, Technology - TV / DVD, Telephone (standard)","false","true",""
"VHBC","VERRAZZANO_HALL","Tuesday","8:00AM-10:00PM","","","Active","10","other","Furniture - Bookcase, Furniture - Cubicle, Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Safety - Fire Extinguisher, Storage Room/Closet, Technology - TV / DVD, Telephone (standard)","false","true",""
"VHBC","VERRAZZANO_HALL","Wednesday","8:00AM-10:00PM","","","Active","10","other","Furniture - Bookcase, Furniture - Cubicle, Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Safety - Fire Extinguisher, Storage Room/Closet, Technology - TV / DVD, Telephone (standard)","false","true",""
"VHBC","VERRAZZANO_HALL","Thursday","8:00AM-10:00PM","","","Active","10","other","Furniture - Bookcase, Furniture - Cubicle, Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Safety - Fire Extinguisher, Storage Room/Closet, Technology - TV / DVD, Telephone (standard)","false","true",""
"VHBC","VERRAZZANO_HALL","Friday","8:00AM-10:00PM","","","Active","10","other","Furniture - Bookcase, Furniture - Cubicle, Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Safety - Fire Extinguisher, Storage Room/Closet, Technology - TV / DVD, Telephone (standard)","false","true",""
"VHBC","VERRAZZANO_HALL","Saturday","8:00AM-10:00PM","","","Active","10","other","Furniture - Bookcase, Furniture - Cubicle, Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Safety - Fire Extinguisher, Storage Room/Closet, Technology - TV / DVD, Telephone (standard)","false","true",""
"VHCH","VERRAZZANO_HALL","Sunday","8:00AM-10:00PM","","","Active","10","other","Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - TV / DVD, Telephone (conference)","false","true",""
"VHCH","VERRAZZANO_HALL","Monday","8:00AM-10:00PM","","","Active","10","other","Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - TV / DVD, Telephone (conference)","false","true",""
"VHCH","VERRAZZANO_HALL","Tuesday","8:00AM-10:00PM","","","Active","10","other","Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - TV / DVD, Telephone (conference)","false","true",""
"VHCH","VERRAZZANO_HALL","Wednesday","8:00AM-10:00PM","","","Active","10","other","Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - TV / DVD, Telephone (conference)","false","true",""
"VHCH","VERRAZZANO_HALL","Thursday","8:00AM-10:00PM","","","Active","10","other","Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - TV / DVD, Telephone (conference)","false","true",""
"VHCH","VERRAZZANO_HALL","Friday","8:00AM-10:00PM","","","Active","10","other","Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - TV / DVD, Telephone (conference)","false","true",""
"VHCH","VERRAZZANO_HALL","Saturday","8:00AM-10:00PM","","","Active","10","other","Furniture - Seating (office chair), Furniture - Table (Shared Long Tables), Receptacles/Power Outlets, Shades/Blinds (basic), Technology - TV / DVD, Telephone (conference)","false","true",""
"VHPATIOA","VERRAZZANO_HALL","Sunday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Patio","false","true",""
"VHPATIOA","VERRAZZANO_HALL","Monday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Patio","false","true",""
"VHPATIOA","VERRAZZANO_HALL","Tuesday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Patio","false","true",""
"VHPATIOA","VERRAZZANO_HALL","Wednesday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Patio","false","true",""
"VHPATIOA","VERRAZZANO_HALL","Thursday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Patio","false","true",""
"VHPATIOA","VERRAZZANO_HALL","Friday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Patio","false","true",""
"VHPATIOA","VERRAZZANO_HALL","Saturday","8:00AM-10:00PM","","","Active","50","other","Outdoor Space - Patio","false","true",""
"VHPATIOB","VERRAZZANO_HALL","Sunday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Patio","false","true",""
"VHPATIOB","VERRAZZANO_HALL","Monday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Patio","false","true",""
"VHPATIOB","VERRAZZANO_HALL","Tuesday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Patio","false","true",""
"VHPATIOB","VERRAZZANO_HALL","Wednesday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Patio","false","true",""
"VHPATIOB","VERRAZZANO_HALL","Thursday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Patio","false","true",""
"VHPATIOB","VERRAZZANO_HALL","Friday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Patio","false","true",""
"VHPATIOB","VERRAZZANO_HALL","Saturday","8:00AM-10:00PM","","","Active","20","other","Outdoor Space - Patio","false","true",""
"VIC101","VICTORY","Sunday","8:00AM-10:00PM","","","Active","23","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Instructor's Podium, Furniture - Whiteboard, Furniture - Whiteboard (mobile), Shades/Blinds (basic), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 2, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Technology - Software Available: Tableau, Technology - TV (multi-panel), Technology - TV / DVD, Unit Ventilator","false","false",""
"VIC101","VICTORY","Monday","8:00AM-8:30AM","","","Active","23","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Instructor's Podium, Furniture - Whiteboard, Furniture - Whiteboard (mobile), Shades/Blinds (basic), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 2, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Technology - Software Available: Tableau, Technology - TV (multi-panel), Technology - TV / DVD, Unit Ventilator","false","false",""
"VIC101","VICTORY","Monday","9:50AM-10:05AM","","","Active","23","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Instructor's Podium, Furniture - Whiteboard, Furniture - Whiteboard (mobile), Shades/Blinds (basic), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 2, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Technology - Software Available: Tableau, Technology - TV (multi-panel), Technology - TV / DVD, Unit Ventilator","false","false",""
"VIC101","VICTORY","Monday","11:25AM-11:40AM","","","Active","23","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Instructor's Podium, Furniture - Whiteboard, Furniture - Whiteboard (mobile), Shades/Blinds (basic), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 2, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Technology - Software Available: Tableau, Technology - TV (multi-panel), Technology - TV / DVD, Unit Ventilator","false","false",""
"VIC101","VICTORY","Monday","1:00PM-1:15PM","","","Active","23","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Instructor's Podium, Furniture - Whiteboard, Furniture - Whiteboard (mobile), Shades/Blinds (basic), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 2, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Technology - Software Available: Tableau, Technology - TV (multi-panel), Technology - TV / DVD, Unit Ventilator","false","false",""
